tweet	subtask_b
 you are the in educated twat that speed crap and cant read obviously	TIN
 woooow trump voters are getting really crazy maga 	TIN
 more fear tactics to make people attack her its bullshit	TIN
 its not safe anyway because he is a liar you can never get to the bottom of a liar	TIN
 i wouldnt doubt anything the unhinged witch would doshes a leftest nutty professor with a mentally ill pastshe has no business teaching anyonei suspect she is a closet antifa member pd by soros psycho was going to do the same thing to gorsuch lockherup in a mental ward	TIN
 youre in embarrassment to the republican party glad you took the cowardly way out and quit	TIN
 finally no more terrible takes of the nfl owners are racist	TIN
 because he made guys dumb as shit	TIN
 can u fuck off already	TIN
 evidently they dont care that their study is flawed from the start they just parrot the misleading info from everytown amp all the other leftist gun control addictssites	TIN
 things had become easy for liberals during the obama administration liberals are screaming damn truth i mean trump	TIN
 liberals want to control ppl from cradle to coffin theyd b happy if ppl avoided all physicalsocial contact w each other they are making us so suspicious of each other divide and conquer is their hidden agenda	TIN
 cher is helping republican party by her unhinged rants	TIN
gttfw she is a lesbian	TIN
 they lie about firearms they call the ar a fully semiautomatic assault rifle they push gun control they say donald trump is racist and hates mexicans they say he colluded with russia so yes they lie	TIN
 and they say russia is the hackers hmmm	TIN
 i think he meant to say  sent to jail for fraud	TIN
 any day you free im dead ass serious an dont call me talking about come get him cause imma block yo ass	TIN
 omg no you have no idea wtf you are saying its like a pink sheet stock that keeps reverse splitting will eventually be worthless to everyone but hey may keep dreaming we all need dreams	TIN
 there are thousands apon thousands of videos on youtube alone of antifa attacking people just for being at trump rallies or republican events this is not happening anywhere to democrats this is on a widespread scale and people like you try to lie and obfuscate to cover them	TIN
 the are batshit crazy	TIN
 i think he was black but thank god the police here behaved professionally she is scary	TIN
 hes not an opportunistic liar nor have you proven he is so your whole argument is fake news	TIN
 you are an embarrassing citizen	TIN
 so the first thing you do is put the black guy up and call out that we are using the race card shows how racist you are maybe put a latino or woman up next	TIN
 it doesnt go far enough jr you are going to jailtreason	TIN
 cmon brah go finish your mother fucking apple cider beer and shut the fuck up adults are trying to have some fun on twitter  url	TIN
 oshaeterry thuglife criminal behaved as an ordinary disposable criminal maga maga magarallyrules texaspolice	TIN
 slap the shit outta her	TIN
 there must be a cash prize or something for whoever comes up with the first conservatives pounce take	TIN
 fudge reportthen apparently she is not a socialist as you and your kind label her and is a successful capitalist but with much higher morals and opportunities for society you have the dumbest followers	TIN
 touchbut wait till he flashes the white supremacistsign letting his sound crew know he can hear himself in his ear piece heads will roll	TIN
 you are pathetic	TIN
 my face was so close to the concrete bitch i couldve probably stuck my tongue out and lick it	TIN
 everyone who is against this is called a nazi by antifa scum and politicians	TIN
 hopefully they dont get shot because of repug inaction on gun control	TIN
 good grief thats a relief now get rid of antifa	TIN
 still thinks she matters	TIN
